feature_id	location	type	function	aliases	protein_md5
fig|562.101034.peg.26	EC_530_Assembly_contig_3_1+957	CDS	Putative ATP-binding component of a transport system and adhesin protein		46f19f121d3222b96a12a2d055a5db24
fig|562.101034.peg.27	EC_530_Assembly_contig_3_1150+285	CDS	HipB protein @ Antitoxin HigA		4ddb0c30bd1ca69559a6b5e8913cb319
fig|562.101034.peg.28	EC_530_Assembly_contig_3_1434+1323	CDS	Toxin HigB / Protein kinase domain of HipA		99d4580f67b92a747738830467b9415c
fig|562.101034.peg.29	EC_530_Assembly_contig_3_2795+111	CDS	hypothetical protein		9f6be84273db8842fb82b6ce5add66d8
fig|562.101034.peg.30	EC_530_Assembly_contig_3_4053-900	CDS	Transcriptional regulator, LysR family		37ee34626cff1925c7bc980227f7856c
fig|562.101034.peg.31	EC_530_Assembly_contig_3_4193+309	CDS	hypothetical protein		cbc60d4f559b7fdb04d12e92ab353eca
fig|562.101034.peg.32	EC_530_Assembly_contig_3_4510+690	CDS	Intracellular protease		7dc748f7f5b5ade54f44f4ec5b5bba9c
fig|562.101034.peg.33	EC_530_Assembly_contig_3_5273+948	CDS	Putative oxidoreductase		3b04ca17c8bb1d577c3f2ec177eca149
fig|562.101034.peg.34	EC_530_Assembly_contig_3_6323+156	CDS	hypothetical protein		467ee47c6488e86bdd3b4c1d6fff6017
fig|562.101034.peg.35	EC_530_Assembly_contig_3_6438+420	CDS	hypothetical protein		30f7e97636195abd0e83c206e74bc712
fig|562.101034.peg.36	EC_530_Assembly_contig_3_6847+153	CDS	hypothetical protein		8fa254b7a7ac3008b5f6b12c5e7d056a
fig|562.101034.peg.37	EC_530_Assembly_contig_3_7150+573	CDS	NAD(P)H oxidoreductase YrkL; Putative NADPH-quinone reductase (modulator of drug activity B); Flavodoxin 2		22ba67ac10d390f6fda6a2db4866c8bf
fig|562.101034.peg.38	EC_530_Assembly_contig_3_7725+1020	CDS	Putative oxidoreductase		8ea7e1c4bb29ad7060275781832dc483
fig|562.101034.peg.39	EC_530_Assembly_contig_3_8890+696	CDS	hypothetical protein		33c71f81a2b169b0ba5a97a890214a79
fig|562.101034.peg.40	EC_530_Assembly_contig_3_9601+804	CDS	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)		e84a703e007e0bef6dff67880e418d89
fig|562.101034.peg.41	EC_530_Assembly_contig_3_10536+138	CDS	hypothetical protein		250356d4335a563df58d93f54582da42
fig|562.101034.peg.42	EC_530_Assembly_contig_4_272-270	CDS	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)		e44eea3e4074ba29ab79cc7b9b9d1c98
fig|562.101034.peg.43	EC_530_Assembly_contig_4_754-513	CDS	Molybdenum cofactor biosynthesis protein MoaB		1d192ad9a2cf2749c9862f362feb18bc
fig|562.101034.peg.44	EC_530_Assembly_contig_4_1834-1059	CDS	GTP 3',8-cyclase (EC 4.1.99.22)		4cef819ddb1c4860f09d54f275395be0
fig|562.101034.peg.45	EC_530_Assembly_contig_4_2162+909	CDS	hypothetical protein		b82db056efa1a7fe39e9b12acbdd1426
fig|562.101034.peg.46	EC_530_Assembly_contig_4_5238-2022	CDS	Excinuclease ABC subunit B		ec0a6df625d8492ad92d6b933cb6f65f
fig|562.101034.peg.47	EC_530_Assembly_contig_4_5513+138	CDS	FIG00644590: hypothetical protein		db91fe5b3d33f6fd7e04d2dfc2e621f1
fig|562.101034.peg.48	EC_530_Assembly_contig_4_6494-678	CDS	Dethiobiotin synthase BioD (EC 6.3.3.3)		c0f691d9779200171fec95794a98177e
fig|562.101034.peg.49	EC_530_Assembly_contig_4_7242-756	CDS	Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)		b4cb853bee77ec0982a5eb648e49a0c6
fig|562.101034.peg.50	EC_530_Assembly_contig_4_8383-1155	CDS	8-amino-7-oxononanoate synthase (EC 2.3.1.47)		aec9e61141fd75933a772b5bfc382eca
fig|562.101034.peg.51	EC_530_Assembly_contig_4_9420-1041	CDS	Biotin synthase (EC 2.8.1.6)		ecbf75df6acdc7918e9a9eed66c72b8d
fig|562.101034.peg.52	EC_530_Assembly_contig_4_9507+735	CDS	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)		09b924fc0bada58cc00d473dddce01c4
fig|562.101034.peg.53	EC_530_Assembly_contig_5_151+1476	CDS	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)		2adc85c04e205bb322f6838caacfc474
fig|562.101034.peg.54	EC_530_Assembly_contig_5_1861+1812	CDS	Phosphogluconate dehydratase (EC 4.2.1.12)		371e11c9eb13cc1cb3010a66a98c6e68
fig|562.101034.peg.55	EC_530_Assembly_contig_5_3709+642	CDS	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)		b314da7703a0f4533abc0e706147208f
fig|562.101034.peg.56	EC_530_Assembly_contig_5_5583-1179	CDS	Formate-dependent phosphoribosylglycinamide formyltransferase		ffbda9efc500ad20364d749a1fa59287
fig|562.101034.peg.57	EC_530_Assembly_contig_5_5717+291	CDS	YebG, DNA damage-inducible gene in SOS regulon, expressed in stationary phase		c1e3d41d2a392cbbdca3ca1af6cf7f7d
fig|562.101034.peg.58	EC_530_Assembly_contig_5_6062+369	CDS	Small secreted protein YebF		e629c4549875fa1ff593b6443c4aa4b8
fig|562.101034.peg.59	EC_530_Assembly_contig_5_6697-111	CDS	hypothetical protein		0fced9ce3b95bf4ec16824155f757bcf
fig|562.101034.peg.60	EC_530_Assembly_contig_5_6757+660	CDS	FIG004088: inner membrane protein YebE		39f5f12c41934406eaa49b6cf08fc7eb
fig|562.101034.peg.61	EC_530_Assembly_contig_5_8749-1170	CDS	Transposase		8315bc07e7b80d350cfa52a2d63c2139
fig|562.101034.peg.62	EC_530_Assembly_contig_5_8806+426	CDS	Transposase		a7d4d2ca15c50aafed9f18ce73dc4e5d
fig|562.101034.peg.63	EC_530_Assembly_contig_5_9388+798	CDS	Protease II (EC 3.4.21.83)		e356376f0de703c79d0b98bbd3e8a904
fig|562.101034.peg.64	EC_530_Assembly_contig_6_1793-1791	CDS	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)		793e95437e02cbf596e1e5f5598ff4a2
fig|562.101034.peg.65	EC_530_Assembly_contig_6_4196-2394	CDS	Maltodextrin phosphorylase (EC 2.4.1.1)		77b050a2ff0e7797473eaf9f92c33b1d
fig|562.101034.peg.66	EC_530_Assembly_contig_6_4819+2706	CDS	Transcriptional activator of maltose regulon, MalT		682625bfd8d2e94dfc23f1424b82e7ca
fig|562.101034.peg.67	EC_530_Assembly_contig_6_8583-1017	CDS	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)		a0c69862d7f1664ebe4255a6529fcdf3
fig|562.101034.peg.68	EC_530_Assembly_contig_6_9813-1227	CDS	RNA-2',3'-PO4:RNA-5'-OH ligase		2fc038321908602f51f2949adf3fcc55
fig|562.101034.peg.69	EC_530_Assembly_contig_7_58+300	CDS	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)		d3d08ebac54af05bc817887b6f99f491
fig|562.101034.peg.70	EC_530_Assembly_contig_7_531+543	CDS	Cell division protein ZapC		46cd86b0ab1a1ff8395460bbf4878e7e
fig|562.101034.peg.71	EC_530_Assembly_contig_7_2179-1110	CDS	Flavodoxin reductases (ferredoxin-NADPH reductases) family 1		f1ea14722806def3252021af13f06114
fig|562.101034.peg.72	EC_530_Assembly_contig_7_2194+219	CDS	hypothetical protein		2daa7dd5480275528e918f71e0eaaba4
fig|562.101034.peg.73	EC_530_Assembly_contig_7_2423+2109	CDS	23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173) / 23S rRNA (guanine(2069)-N(7))-methyltransferase (EC 2.1.1.264)		92d843f283fd2b780d1573e49f61ba7d
fig|562.101034.peg.74	EC_530_Assembly_contig_7_4543+1908	CDS	Bis-ABC ATPase Uup		a39ff33fa0cfc8c09388fb482faa7d14
fig|562.101034.peg.75	EC_530_Assembly_contig_7_6580+1254	CDS	Paraquat-inducible protein A		40a95c1d0b4d36a49c9e56eabcf5bcba
fig|562.101034.peg.76	EC_530_Assembly_contig_7_7838+1641	CDS	Paraquat-inducible protein B		32c9c7180ab6dbc543ed30fb21b124b5
fig|562.101034.peg.77	EC_530_Assembly_contig_7_9475+183	CDS	Uncharacterized lipoprotein YmbA		2dbf038f196a71b442dd92508707fa53
fig|562.101034.peg.78	EC_530_Assembly_contig_8_372-300	CDS	Integration host factor alpha subunit		59ec5d46b9f3ed5fc9297c10221bdeba
fig|562.101034.peg.79	EC_530_Assembly_contig_8_2764-2388	CDS	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)		4cf6fb608d0f9590fcc24659bc149a42
fig|562.101034.peg.80	EC_530_Assembly_contig_8_3762-984	CDS	Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)		045e0e7d5dff1f700ee6232859e26b64
fig|562.101034.peg.81	EC_530_Assembly_contig_8_3941-171	CDS	hypothetical protein		0cd754dedde56631caca77497beeb574
fig|562.101034.peg.82	EC_530_Assembly_contig_8_4424-357	CDS	LSU ribosomal protein L20p		fde9fa85e2bb35caa2b2d6f368888a0a
fig|562.101034.peg.83	EC_530_Assembly_contig_8_4674-198	CDS	LSU ribosomal protein L35p		fe1a8a3a51c56dbf0860aac70e1d7bd7
fig|562.101034.peg.84	EC_530_Assembly_contig_8_5205-435	CDS	Translation initiation factor 3		6d9ef0566aed40e44d62de553b2a62eb
fig|562.101034.peg.85	EC_530_Assembly_contig_8_7245-1929	CDS	Threonyl-tRNA synthetase (EC 6.1.1.3)		94d890c8500b73dc09b67543b299a8ec
fig|562.101034.peg.86	EC_530_Assembly_contig_8_7374+111	CDS	hypothetical protein		ccb418945d04f3050ebb76e95152618d
fig|562.101034.peg.87	EC_530_Assembly_contig_8_7768+1866	CDS	Putative ankyrin repeat protein B		ebbee22dd5751f7e543b6e7de62e1a62
fig|562.101034.peg.88	EC_530_Assembly_contig_9_3+870	CDS	Protein YrdA		a4c9c7d3ebc5a1f47ea9021c4df860ad
fig|562.101034.peg.89	EC_530_Assembly_contig_9_1105-258	CDS	Uncharacterized protein YrdB		9d31508cfbb0cccd01712eb6f45cce8d
fig|562.101034.peg.90	EC_530_Assembly_contig_9_1920-819	CDS	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)		21feef35010de9fae22772d733eada64
fig|562.101034.peg.91	EC_530_Assembly_contig_9_2497-573	CDS	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)		731ad6a28f55597f4fe9d6f53924da92
fig|562.101034.peg.92	EC_530_Assembly_contig_9_3044-543	CDS	Uncharacterized protein YrdD		d10f08a13c3b0d3422c72bf0ffcc295e
fig|562.101034.peg.93	EC_530_Assembly_contig_9_3546-474	CDS	Protein of unknown function Smg		96f545bd975c62f4f8fcabb13c8c5ec6
fig|562.101034.peg.94	EC_530_Assembly_contig_9_4642-1125	CDS	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake		ac7bc783e1f8250e70342105b4b17917
fig|562.101034.peg.95	EC_530_Assembly_contig_9_4772+510	CDS	Peptide deformylase (EC 3.5.1.88)		6edaccfd0cf997a74924ac8da9f6b01f
fig|562.101034.peg.96	EC_530_Assembly_contig_9_5296+948	CDS	Methionyl-tRNA formyltransferase (EC 2.1.2.9)		f623e159a94a816b5a44de496d301c9f
fig|562.101034.peg.97	EC_530_Assembly_contig_9_6289+1290	CDS	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)		d1c87a5db4ad73655f57f3395de18043
fig|562.101034.peg.98	EC_530_Assembly_contig_9_7600+1377	CDS	Trk potassium uptake system protein TrkA		14ae9bf094d37bed1c647b85d7a70d2d
fig|562.101034.peg.99	EC_530_Assembly_contig_9_9106+321	CDS	Large-conductance mechanosensitive channel		e2ab5d7f0b38780ceb9f29b96be6464d
fig|562.101034.peg.100	EC_530_Assembly_contig_10_80+948	CDS	Lipid-A-disaccharide synthase (EC 2.4.1.182)		d1e11d2134867a7a8553ce1d31ee61e0
fig|562.101034.peg.101	EC_530_Assembly_contig_10_1024+597	CDS	Ribonuclease HII (EC 3.1.26.4)		b73241c9d4bb4ad3c962e0012628301a
fig|562.101034.peg.102	EC_530_Assembly_contig_10_1657+3483	CDS	DNA polymerase III alpha subunit (EC 2.7.7.7)		c8dfec18f3bf1539e740ebe54d6e7701
fig|562.101034.peg.103	EC_530_Assembly_contig_10_5152+960	CDS	Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)		8e2ac6a661004e3df4631affe7584a6d
fig|562.101034.peg.104	EC_530_Assembly_contig_10_6210+2142	CDS	Lysine decarboxylase 2, constitutive (EC 4.1.1.18)		bb65f1522b59d5c4b31be3d03be6b16c
fig|562.101034.peg.105	EC_530_Assembly_contig_10_8408+165	CDS	Uncharacterized protein YaeR with similarity to glyoxylase family		38d6a17ca78261b390ff2f4e16471515
fig|562.101034.peg.106	EC_530_Assembly_contig_11_57+735	CDS	Uncharacterized oxidoreductase YohF		ffccff0de2684414caba8eaeaf31c2e2
fig|562.101034.peg.107	EC_530_Assembly_contig_11_1488-579	CDS	Inner membrane protein YohC		605211dc2144d3983df778e68204d67c
fig|562.101034.peg.108	EC_530_Assembly_contig_11_1634+612	CDS	Inner membrane protein YohC		08289db4bdea74593bc37d02d8f965bc
fig|562.101034.peg.109	EC_530_Assembly_contig_11_2337+111	CDS	hypothetical protein		d1853cdcf9763f876236495960d437e6
fig|562.101034.peg.110	EC_530_Assembly_contig_11_2410+942	CDS	Murein-DD-endopeptidase (EC 3.4.99.-)		674c14c961ee3005f81afe83996382a2
fig|562.101034.peg.111	EC_530_Assembly_contig_11_5104-1716	CDS	D-lactate dehydrogenase (EC 1.1.1.28)		d966b9c1e570a65c8b1d6a2f586dd2e0
fig|562.101034.peg.112	EC_530_Assembly_contig_11_5228+2370	CDS	Periplasmic beta-glucosidase (EC 3.2.1.21)		c177a8c2214fa2dc91fd64286a36fd0b
fig|562.101034.peg.113	EC_530_Assembly_contig_11_7746+807	CDS	Osmoprotectant ABC transporter binding protein YehZ		fd3524fbeb354c93da98d19c3d5544bb
fig|562.101034.peg.114	EC_530_Assembly_contig_12_375-324	CDS	PTS system, IIA component		a5900e86fe0805d5dd97765986c5f111
fig|562.101034.peg.115	EC_530_Assembly_contig_12_1146-747	CDS	Putative transcriptional regulator of unknown carbohydrate utilization cluster, GntR family		798ec6d325e06e15b0d7656fc215baea
fig|562.101034.peg.116	EC_530_Assembly_contig_12_1746-402	CDS	Nickel responsive regulator NikR		6d977bb96b25187abc5348661bf9f009
fig|562.101034.peg.117	EC_530_Assembly_contig_12_2557-807	CDS	Nickel ABC transporter, ATP-binding protein NikE (TC 3.A.1.5.3)		88d575260ff929e5bff5aba932de4f47
fig|562.101034.peg.118	EC_530_Assembly_contig_12_3318-765	CDS	Nickel ABC transporter, ATP-binding protein NikD (TC 3.A.1.5.3)		7bf9eea9443eaf4cd0904cccb2a7f66d
fig|562.101034.peg.119	EC_530_Assembly_contig_12_4151-834	CDS	Nickel ABC transporter, permease protein NikC (TC 3.A.1.5.3)		a83ef7fa5029f22dd900045c96542cdd
fig|562.101034.peg.120	EC_530_Assembly_contig_12_5092-945	CDS	Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)		062ae7bedc155f26e4f8f932c990a829
fig|562.101034.peg.121	EC_530_Assembly_contig_12_6666-1575	CDS	Nickel ABC transporter, substrate-binding protein NikA (TC 3.A.1.5.3)		eb9d2a2b360c5187c457a53ff5f491c4
fig|562.101034.peg.122	EC_530_Assembly_contig_12_7364-588	CDS	4'-phosphopantetheinyl transferase (EC 2.7.8.-)		10df511921f237230a6131ebeee7661b
fig|562.101034.peg.123	EC_530_Assembly_contig_12_8349-984	CDS	FIG138576: 3-oxoacyl-[ACP] synthase (EC 2.3.1.41)		869dbd9972e0870d6bf05171dd2e37a6
fig|562.101034.peg.124	EC_530_Assembly_contig_13_132+438	CDS	Antitoxin HicB		37eaa8597fa098a02d136e550212a348
fig|562.101034.peg.125	EC_530_Assembly_contig_13_648+1407	CDS	DNA-binding transcriptional regulator, MocR family / aminotransferase domain		59006000959cdf299bb1e9229101cf6f
fig|562.101034.peg.126	EC_530_Assembly_contig_13_2299+1146	CDS	ABC transporter periplasmic-binding protein YdcS		b0f59aabd6d781a8ee0e6abbbdf2804f
fig|562.101034.peg.127	EC_530_Assembly_contig_13_3462+1014	CDS	ABC transporter ATP-binding protein YdcT		7d764ff9e1f31df8db04a4181013695b
fig|562.101034.peg.128	EC_530_Assembly_contig_13_4476+942	CDS	ABC transporter permease protein YdcU		9519b72b61f0c3cfe0b62ea99c050a09
fig|562.101034.peg.129	EC_530_Assembly_contig_13_5407+795	CDS	ABC transporter permease protein YdcV		837f652712d13b78c88a200b3143a191
fig|562.101034.peg.130	EC_530_Assembly_contig_13_6223+1425	CDS	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)		867a5cbf9d039af0eae6af498842b2b0
fig|562.101034.peg.131	EC_530_Assembly_contig_14_421-417	CDS	Transcriptional regulator RutR of pyrimidine catabolism (TetR family)		7ba18889f22190c7e9e741add2b92351
fig|562.101034.peg.132	EC_530_Assembly_contig_14_709+1092	CDS	Pyrimidine monooxygenase RutA (EC 1.14.99.46)		f60c4e61395f0d9ae85e0db53b86e26d
fig|562.101034.peg.133	EC_530_Assembly_contig_14_1797+696	CDS	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (EC 3.5.1.110)		43803d030767bfa6da689e3549fa04e3
fig|562.101034.peg.134	EC_530_Assembly_contig_14_2504+387	CDS	Putative aminoacrylate peracid reductase RutC @ RidA/YER057c/UK114 superfamily protein		356f449ee7fda5329e7c6e47834d74f2
fig|562.101034.peg.135	EC_530_Assembly_contig_14_2898+813	CDS	Possible hydrolase or acyltransferase RutD in novel pyrimidine catabolism pathway		958122ae77c301dba53f55739cbd8436
fig|562.101034.peg.136	EC_530_Assembly_contig_14_3707+591	CDS	Probable malonic semialdehyde reductase RutE (EC 1.1.1.298)		c9a931a3a1d732b03440e23222995391
fig|562.101034.peg.137	EC_530_Assembly_contig_14_4308+495	CDS	FMN reductase (NADH) RutF (EC 1.5.1.42)		2668e37cb183ff0015986e0090285143
fig|562.101034.peg.138	EC_530_Assembly_contig_14_4823+1323	CDS	Pyrimidine permease RutG		a6c39a21e7e57af0765a9633e123d712
fig|562.101034.peg.139	EC_530_Assembly_contig_14_6407-174	CDS	Uncharacterized protein YmdF		1dcd6d92651c44a7234a28522f3bf66b
fig|562.101034.peg.140	EC_530_Assembly_contig_14_6780+597	CDS	NAD(P)H dehydrogenase (quinone), Type IV (EC 1.6.5.2)		0deac7eed1b56ac93421d54513714945
fig|562.101034.peg.141	EC_530_Assembly_contig_14_7397+228	CDS	Uncharacterized protein YccJ		01f51658daa54b6fce36cc556c007d30
fig|562.101034.peg.142	EC_530_Assembly_contig_14_7835-174	CDS	Glucose-1-phosphatase (EC 3.1.3.10)		5561be11056c24c8dc2cfa4b3a43d2b2
fig|562.101034.peg.143	EC_530_Assembly_contig_15_3+852	CDS	Formate hydrogenlyase subunit 3		1e38301549e26e7ddb773c64c2ee79d6
fig|562.101034.peg.144	EC_530_Assembly_contig_15_857+924	CDS	Formate hydrogenlyase subunit 4		dd559621c1817a22cf6885c1285fa55a
fig|562.101034.peg.145	EC_530_Assembly_contig_15_1777+1731	CDS	Formate hydrogenlyase subunit 5		d0c79b1f41327d3cb82f9edc2c273185
fig|562.101034.peg.146	EC_530_Assembly_contig_15_3517+543	CDS	Formate hydrogenlyase subunit 6		cff901d959fbd9eb3f3b613fb5e955ed
fig|562.101034.peg.147	EC_530_Assembly_contig_15_4059+768	CDS	Formate hydrogenlyase subunit 7		e39d82d7397e3243bc37f99ee7d80380
fig|562.101034.peg.148	EC_530_Assembly_contig_15_4823+411	CDS	Formate hydrogenlyase maturation protein HycH		c4a38e636d2aa7cf3db02fc822ff775e
fig|562.101034.peg.149	EC_530_Assembly_contig_15_5226+471	CDS	Formate hydrogenlyase maturation protease (EC 3.4.23.51)		7d9566c45bae9820562fb4718b1c11d4
fig|562.101034.peg.150	EC_530_Assembly_contig_15_5723+93	CDS	hypothetical protein		ce31f1770b687491bff8451ea8fb0063
fig|562.101034.peg.151	EC_530_Assembly_contig_15_7278-1425	CDS	6-phospho-beta-glucosidase (EC 3.2.1.86)		cd58af1d0442762f1f408630eb06db57
fig|562.101034.peg.152	EC_530_Assembly_contig_15_7508-222	CDS	PTS system, arbutin-, cellobiose-, and salicin-specific IIB component / PTS system, arbutin-, cellobiose-, and salicin-specific IIC component		2b6697da05660298f905e67b8973ddcb
fig|562.101034.peg.153	EC_530_Assembly_contig_16_62+1023	CDS	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)		fe42526f947c522e78c02ae29d9ae96a
fig|562.101034.peg.154	EC_530_Assembly_contig_16_1256+795	CDS	Uncharacterized protein YbaP		b1a50b44e9cc66afa03c8de122a5af89
fig|562.101034.peg.155	EC_530_Assembly_contig_16_2254+480	CDS	Cys-tRNA(Pro) deacylase YbaK		677dcd5545f1f8a54d803b6efc570355
fig|562.101034.peg.156	EC_530_Assembly_contig_16_4422-1653	CDS	UDP-sugar hydrolase (EC 3.6.1.45); 5'-nucleotidase (EC 3.1.3.5)		79630b27f75600ddd1981ecfea6a8927
fig|562.101034.peg.157	EC_530_Assembly_contig_16_4604-186	CDS	hypothetical protein		d22ff5e6b8aeb062c6b4cee60c3190c0
fig|562.101034.peg.158	EC_530_Assembly_contig_16_4640+1221	CDS	Fosmidomycin resistance protein		7239087e5d36b9bbcc76092ec02d9aa8
fig|562.101034.peg.159	EC_530_Assembly_contig_16_6098+1464	CDS	Inner membrane protein YbaL, KefB/KefC family		eccf13f0facfa8102562ab5c4eb669df
fig|562.101034.peg.160	EC_530_Assembly_contig_17_157+1665	CDS	Flagellin FliC		873444bd2cc165c2a38a623f4061b7f0
fig|562.101034.peg.161	EC_530_Assembly_contig_17_2067-120	CDS	hypothetical protein		1ec0c9bb0649997ac62c69dcf7762ec6
fig|562.101034.peg.162	EC_530_Assembly_contig_17_2141+720	CDS	RNA polymerase sigma factor for flagellar operon		e26f6933b9e42c011e91fa191d68775e
fig|562.101034.peg.163	EC_530_Assembly_contig_17_2906+552	CDS	Regulator of sigma S factor FliZ		8889eb828206034c0f562bf477b0185c
fig|562.101034.peg.164	EC_530_Assembly_contig_17_3488+858	CDS	L-cystine ABC transporter (wide substrate range), substrate-binding protein FliY		5b0a2fb102dcf5163faa798a23e3af3d
fig|562.101034.peg.165	EC_530_Assembly_contig_17_4450+987	CDS	D-cysteine desulfhydrase (EC 4.4.1.15)		ce5d2aca0d568f0d041a400b9f279183
fig|562.101034.peg.166	EC_530_Assembly_contig_17_5451+669	CDS	L-cystine ABC transporter (wide substrate range), permease protein YecS		ccfb4a7497fbd98dafee3c38a9c78618
fig|562.101034.peg.167	EC_530_Assembly_contig_17_6116+753	CDS	L-cystine ABC transporter (wide substrate range), ATP-binding protein YecC		8313da7c7f93e78ae422a74307043e5b
fig|562.101034.peg.168	EC_530_Assembly_contig_17_7098+411	CDS	N-(3-oxohexanoyl)-L-homoserine lactone-binding transcriptional activator @ N-(3-oxooctanoyl)-L-homoserine lactone-binding transcriptional activator		3b08f00360bb301cdd25697e043be843
fig|562.101034.peg.169	EC_530_Assembly_contig_18_1598-1596	CDS	Efflux ABC transporter, permease/ATP-binding protein MdlA		a70ec80a04502f18691bc4c25c8ccb49
