feature_id	location	type	function	aliases	protein_md5
fig|1596.469.peg.47	LG_612_Assembly_contig_1_41200-159	CDS	FIG00754265: hypothetical protein		52dc8f3c3e54be9ea5f8d515be18db72
fig|1596.469.peg.48	LG_612_Assembly_contig_1_41868-672	CDS	DNA alkylation repair enzyme		ce22c386dbb28cac9231e99650563c74
fig|1596.469.peg.49	LG_612_Assembly_contig_1_42027+2739	CDS	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)		a2af15410fa6430262af07161c45c71c
fig|1596.469.peg.50	LG_612_Assembly_contig_1_44796+546	CDS	Nicotinamidase (EC 3.5.1.19)		bac030c50d24414b963a8aa3811851fc
fig|1596.469.peg.51	LG_612_Assembly_contig_1_45988-537	CDS	Pyrimidine operon regulatory protein PyrR		38526bfe7b1da7a320965eafe2dd928c
fig|1596.469.peg.52	LG_612_Assembly_contig_1_49203-3189	CDS	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)		feee6b8f984420675351afb9d2f6699d
fig|1596.469.peg.53	LG_612_Assembly_contig_1_50284-1089	CDS	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)		7231a5eac121113cace6310230d25133
fig|1596.469.peg.54	LG_612_Assembly_contig_1_51558-1278	CDS	Dihydroorotase (EC 3.5.2.3)		b340c1057445a3a6df436f75dae72cd9
fig|1596.469.peg.55	LG_612_Assembly_contig_1_52550-993	CDS	Aspartate carbamoyltransferase (EC 2.1.3.2)		7bf63a60f417220a113883db437d2db7
fig|1596.469.peg.56	LG_612_Assembly_contig_1_53204-543	CDS	Pyrimidine operon regulatory protein PyrR		58b71b0840295f354f77428417c2cf4a
fig|1596.469.peg.57	LG_612_Assembly_contig_1_54296-924	CDS	Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)		207a10e4082f39831525b9c7d169c6f7
fig|1596.469.peg.58	LG_612_Assembly_contig_1_54548+708	CDS	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)		9996821afaf0804b737ff887f5b9a44c
fig|1596.469.peg.59	LG_612_Assembly_contig_1_55257+639	CDS	Orotate phosphoribosyltransferase (EC 2.4.2.10)		4a4ffedf9d4aedef836554b1b285f7a1
fig|1596.469.peg.60	LG_612_Assembly_contig_1_56143+1596	CDS	hypothetical protein		76240db55c7ccf640a6e84366d32049f
fig|1596.469.peg.61	LG_612_Assembly_contig_1_58600-822	CDS	Hydrolase (HAD superfamily)		e5facd60808f5b023dd40b94d8437cca
fig|1596.469.peg.62	LG_612_Assembly_contig_1_59633-1029	CDS	hypothetical protein		7b5e9639a9f5b7187dade3eb33764324
fig|1596.469.peg.63	LG_612_Assembly_contig_1_59763+327	CDS	UPF0145 protein		17d27e63c9c700459175bb7e3c807d88
fig|1596.469.peg.64	LG_612_Assembly_contig_1_61513-1395	CDS	tRNA/rRNA cytosine-C5-methyltransferase		e14599397e6bc390ab300009d722fbf6
fig|1596.469.peg.65	LG_612_Assembly_contig_1_62490-978	CDS	FIG00742606: hypothetical protein		cd906e330774f36c876814e1665c47c9
fig|1596.469.peg.66	LG_612_Assembly_contig_1_63218-729	CDS	hypothetical protein		4bef339aafae2f50ce5c44e6c9b45d48
fig|1596.469.peg.67	LG_612_Assembly_contig_1_63309+570	CDS	Signal peptidase I (EC 3.4.21.89)		357383f2144812d14db07dc150a2e7fa
fig|1596.469.peg.68	LG_612_Assembly_contig_1_63909+186	CDS	FIG00743283: hypothetical protein		390806084ad448b935d53fcf046ff68b
fig|1596.469.peg.69	LG_612_Assembly_contig_1_65001-837	CDS	FIG00743319: hypothetical protein		e0b66507d6ed92f7e00cbf6d132a955b
fig|1596.469.peg.70	LG_612_Assembly_contig_1_65829-819	CDS	hypothetical protein		2a85650be07f68cb5283cde0e0a744d8
fig|1596.469.peg.71	LG_612_Assembly_contig_1_66539-708	CDS	Efflux ABC transporter, ATP-binding protein		431d28444a673a139b9d38f1ab496973
fig|1596.469.peg.72	LG_612_Assembly_contig_1_66909-369	CDS	Transcriptional regulator, GntR family		1c13d1046b702bb149142896db85b740
fig|1596.469.peg.73	LG_612_Assembly_contig_1_67660-441	CDS	Tripeptide aminopeptidase (EC 3.4.11.4)		672e4aeb73649e6cde9d6283887e6d98
fig|1596.469.peg.74	LG_612_Assembly_contig_1_68467-789	CDS	Tripeptide aminopeptidase (EC 3.4.11.4)		31385d54ac154380869291f2f1aa306b
fig|1596.469.peg.75	LG_612_Assembly_contig_1_69275-798	CDS	GTP cyclohydrolase 1 type 2 homolog YbgI		ea26bd852e51107f5e6685b87d5762e6
fig|1596.469.peg.76	LG_612_Assembly_contig_1_69955-684	CDS	tRNA (adenine(22)-N(1))-methyltransferase (EC 2.1.1.217)		17bbfc8fdcd842a3bb6e18ea44c269aa
fig|1596.469.peg.77	LG_612_Assembly_contig_1_71196-1122	CDS	RNA polymerase sigma factor RpoD		b9b2a14039b953e6dc64ef7e8d746b2d
fig|1596.469.peg.78	LG_612_Assembly_contig_1_73029-1818	CDS	DNA primase DnaG		6f1426984f8b21ecaca260ecb3fd50e4
fig|1596.469.peg.79	LG_612_Assembly_contig_1_75125-2073	CDS	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)		2b7b8836c235b654b8ffd33bd503f511
fig|1596.469.peg.80	LG_612_Assembly_contig_1_76035-918	CDS	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)		52b5747ad1928306eeb841edcbf30349
fig|1596.469.peg.81	LG_612_Assembly_contig_1_77081-753	CDS	DNA recombination and repair protein RecO		7b95e047b37d2d3ecd571bae2410acef
fig|1596.469.peg.82	LG_612_Assembly_contig_1_77993-912	CDS	GTP-binding protein Era		8c6c67e2ad9d727196aedb6c400ee31b
fig|1596.469.peg.83	LG_612_Assembly_contig_1_78543-528	CDS	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly		72f0f85f44e3db7e56838e1092f5bb7e
fig|1596.469.peg.84	LG_612_Assembly_contig_1_79506-960	CDS	Phosphate starvation-inducible protein PhoH, predicted ATPase		ec12d5f9a14dbae83f298462ba6fecc8
fig|1596.469.peg.85	LG_612_Assembly_contig_1_79980-444	CDS	Transamidase GatB domain protein		e0dde1160b466e042ed4b14bf19af009
fig|1596.469.peg.86	LG_612_Assembly_contig_1_80259-177	CDS	SSU ribosomal protein S21p		b22749e2f87c973e637bfa7074e25c46
fig|1596.469.peg.87	LG_612_Assembly_contig_1_80409+843	CDS	Phosphoenolpyruvate synthase regulatory protein		bfe6fae28289f9641424518bd6d8cc3d
fig|1596.469.peg.88	LG_612_Assembly_contig_1_82205-879	CDS	Uncharacterized UPF0750 membrane protein SPy2155		b82b30e23b988b4c43aaea5788dfe46a
fig|1596.469.peg.89	LG_612_Assembly_contig_1_82859-558	CDS	Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)		c4f5a31cf70d36f76ce159b27825bcb5
fig|1596.469.peg.90	LG_612_Assembly_contig_1_83247-243	CDS	FIG00744960: hypothetical protein		4385dd050c1f710ba7ee632df067f530
fig|1596.469.peg.91	LG_612_Assembly_contig_1_83766-480	CDS	hypothetical protein		5dc384f20c72e4f7095156a6f950d753
fig|1596.469.peg.92	LG_612_Assembly_contig_1_84201-432	CDS	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)		01252b58a465c58e379de87b81fee5d3
fig|1596.469.peg.93	LG_612_Assembly_contig_1_84309+1185	CDS	Amino acid aminotransferase		4e873136a23b6224cd134c0a37cd93d7
fig|1596.469.peg.94	LG_612_Assembly_contig_1_85757-180	CDS	FIG00745763: hypothetical protein		88f2d118a585a5397265ed26759d51b4
fig|1596.469.peg.95	LG_612_Assembly_contig_1_86880-918	CDS	hypothetical protein		b15d78bfe9dccde625bb98f1b2e8c3b9
fig|1596.469.peg.96	LG_612_Assembly_contig_1_87006-90	CDS	hypothetical protein		56378bc877ad221a2d9d85c8196051e3
fig|1596.469.peg.97	LG_612_Assembly_contig_1_87447-426	CDS	Conserved protein		7c8f8dff135044ef7b91dbdb45bb9295
fig|1596.469.peg.98	LG_612_Assembly_contig_1_87969-198	CDS	FIG00744403: hypothetical protein		ba9390714a9e910f8d32f3cd17bb43cf
fig|1596.469.peg.99	LG_612_Assembly_contig_1_89395-987	CDS	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)		1cdeb8217feaf207d6618ba76a2601b4
fig|1596.469.peg.100	LG_612_Assembly_contig_1_90020-609	CDS	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)		e983022a8c16bc90f68d2dce78738835
fig|1596.469.peg.101	LG_612_Assembly_contig_1_90937-885	CDS	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)		8f095f36800d7dbdda607feb7d7ad683
fig|1596.469.peg.102	LG_612_Assembly_contig_1_91981-1038	CDS	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)		27ea9072bd65916d563f9ded7e2ef10c
fig|1596.469.peg.103	LG_612_Assembly_contig_1_93238-1176	CDS	Transcriptional regulator, MerR family		ae2af2afd741993ec4a13a3a70dea1bd
fig|1596.469.peg.104	LG_612_Assembly_contig_1_94200-960	CDS	Hypothetical SAV0801 homolog in superantigen-encoding pathogenicity islands SaPI		36cf4c5b543b15653b6b216f075af746
fig|1596.469.peg.105	LG_612_Assembly_contig_1_94639+282	CDS	Mobile element protein		32df284f72f5dd4816dd352f0bda819e
fig|1596.469.peg.106	LG_612_Assembly_contig_1_94917+972	CDS	Transposase		3f05d3de6c23e469d1e9ee225b845236
fig|1596.469.peg.107	LG_612_Assembly_contig_1_97005-1023	CDS	FIG01116939: hypothetical protein		f4b9f25a4fedca013454ea2fb3d78df1
fig|1596.469.peg.108	LG_612_Assembly_contig_1_98439-1428	CDS	Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids		118adcdd81a28c62171f0b7803d5d51d
fig|1596.469.peg.109	LG_612_Assembly_contig_1_99563-1119	CDS	UDP-galactopyranose mutase (EC 5.4.99.9)		b7209fb7dd385eded806f9ad145a5fa7
fig|1596.469.peg.110	LG_612_Assembly_contig_1_100742-1161	CDS	hypothetical protein		c9087697d8d86b1ba4f6601a436d79f4
fig|1596.469.peg.111	LG_612_Assembly_contig_1_101825-1029	CDS	Polysaccharide biosynthesis glycosyl transferase CpsO		f6331d31c127667722ca3685b52263d3
fig|1596.469.peg.112	LG_612_Assembly_contig_1_102935-1062	CDS	hypothetical protein		a69ba1fd896c3b0772615e5575ecef6f
fig|1596.469.peg.113	LG_612_Assembly_contig_1_103984-1053	CDS	Glycosyltransferase (EC 2.4.1.-)		8cdbcda2ee0a303384553dd0411bc5e0
fig|1596.469.peg.114	LG_612_Assembly_contig_1_104851-852	CDS	dTDP-rhamnosyl transferase RfbF (EC 2.-.-.-)		2acbf2aa5f668b6da333d25e4ab2d449
fig|1596.469.peg.115	LG_612_Assembly_contig_1_105815-945	CDS	Glycosyltransferase, family 11		327958aa050df3b72e4506addc0e7cc4
fig|1596.469.peg.116	LG_612_Assembly_contig_1_106569-726	CDS	Polysaccharide biosynthesis protein CpsM(V)		7f283189bafd8d05766b3a3b61316229
fig|1596.469.peg.117	LG_612_Assembly_contig_1_107070-501	CDS	Glycosyltransferase, family 28		d0950be63728e27c3f5d1b46c7e1e7ff
fig|1596.469.peg.118	LG_612_Assembly_contig_1_107529-450	CDS	Polysaccharide biosynthesis protein CpsF		12ee007187cbf1bdcba0240eaf3566bc
fig|1596.469.peg.119	LG_612_Assembly_contig_1_108206-660	CDS	Undecaprenyl-phosphate galactosephosphotransferase (EC 2.7.8.6)		47aa43aec5a42ca981983046118c92e5
fig|1596.469.peg.120	LG_612_Assembly_contig_1_109000-771	CDS	Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)		ac8808bd56426c36efae3c848a9eafcc
fig|1596.469.peg.121	LG_612_Assembly_contig_1_109779-774	CDS	Tyrosine-protein kinase EpsD (EC 2.7.10.2)		923913f5100a471d4ea5467b12ac856c
fig|1596.469.peg.122	LG_612_Assembly_contig_1_110650-861	CDS	Tyrosine-protein kinase transmembrane modulator EpsC		cecee2944b2557e34aaad84f66170a48
fig|1596.469.peg.123	LG_612_Assembly_contig_1_111661-1005	CDS	Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2		a63817464955d95135fca768294d74f9
fig|1596.469.peg.124	LG_612_Assembly_contig_1_112385-477	CDS	FIG00743578: hypothetical protein		4a7fc62c62dcad3080244fb1efc074f1
fig|1596.469.peg.125	LG_612_Assembly_contig_1_113444-855	CDS	hypothetical protein		d8b1721c6e31085f0443eab61e163f38
fig|1596.469.peg.126	LG_612_Assembly_contig_1_114227-666	CDS	contains protein-disulfide isomerase domain		941abb3fb96a70c6829ba2aaad2d0933
fig|1596.469.peg.127	LG_612_Assembly_contig_1_115563-1269	CDS	FIG00749795: hypothetical protein		f7c282f563f00bdbbe5e8cca782e0dc6
fig|1596.469.peg.128	LG_612_Assembly_contig_1_116189-531	CDS	FIG00744533: hypothetical protein		b99a43596b5f7bfc7d31aa4acbca01f5
fig|1596.469.peg.129	LG_612_Assembly_contig_1_116872-516	CDS	hypothetical protein		839c28177c2ceaad3981a63fdbbd0750
fig|1596.469.peg.130	LG_612_Assembly_contig_1_117348-477	CDS	Low molecular weight protein tyrosine phosphatase (EC 3.1.3.48)		9dd6cccbbf097219a2846137307fbe4e
fig|1596.469.peg.131	LG_612_Assembly_contig_1_118145-585	CDS	GTP-binding protein EngB		bfcb9ba24639f9e2a9530fb99eecd4d8
fig|1596.469.peg.132	LG_612_Assembly_contig_1_119410-1266	CDS	ATP-dependent Clp protease ATP-binding subunit ClpX		80254751126df7e24df4db1cc18c2db0
fig|1596.469.peg.133	LG_612_Assembly_contig_1_120903-1350	CDS	Cell division trigger factor (EC 5.2.1.8)		62ec881722f292846be7fdf0b690709f
fig|1596.469.peg.134	LG_612_Assembly_contig_1_122251-1191	CDS	Translation elongation factor Tu		b2afab51e126d84eff6ceb4e7eb66fe0
fig|1596.469.peg.135	LG_612_Assembly_contig_1_123286-858	CDS	hypothetical protein		8efd37493f833948181f39fdd0ab0f54
fig|1596.469.peg.136	LG_612_Assembly_contig_1_125061-1776	CDS	Ribonuclease J2 (endoribonuclease in RNA processing)		7d6c01f7085aa363ceeab02fc467d469
fig|1596.469.peg.137	LG_612_Assembly_contig_1_125491-270	CDS	SSU ribosomal protein S15p (S13e)		98909a74bdc4707dd0c9a03a0b395eaf
fig|1596.469.peg.138	LG_612_Assembly_contig_1_125685+258	CDS	SSU ribosomal protein S20p		864959116d3877b268c91b866d1bdba9
fig|1596.469.peg.139	LG_612_Assembly_contig_1_127001-990	CDS	DNA polymerase III delta subunit (EC 2.7.7.7)		218e8eeb330b424bef90ac5fb4dd83c0
fig|1596.469.peg.140	LG_612_Assembly_contig_1_129187-2190	CDS	DNA internalization-related competence protein ComEC/Rec2		2f62989dc67b29dc0253cb22ea4b3b6b
fig|1596.469.peg.141	LG_612_Assembly_contig_1_129920-684	CDS	hypothetical protein		5f944ab7c7854904b2f5d220924c9323
fig|1596.469.peg.142	LG_612_Assembly_contig_1_130989-1011	CDS	Lon-like protease with PDZ domain		d2a35277e6da277fb70edbec1aa60d91
fig|1596.469.peg.143	LG_612_Assembly_contig_1_131476-501	CDS	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)		22aab289af3c4b5400b56a9c57707c98
fig|1596.469.peg.144	LG_612_Assembly_contig_1_132026-549	CDS	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)		27fa6187792bbae125d49c902bf27399
fig|1596.469.peg.145	LG_612_Assembly_contig_1_132358-336	CDS	hypothetical Cytosolic Protein		3cbb3e62a8a465b27249de0e800e4779
fig|1596.469.peg.146	LG_612_Assembly_contig_1_133539-1185	CDS	FtsW-like protein YlaO		8dfe0f0b5da60fced7258cb57f0dd588
fig|1596.469.peg.147	LG_612_Assembly_contig_1_135486-1833	CDS	GTP-binding protein TypA/BipA		c2585321f86453203f2934f757dd3c05
fig|1596.469.peg.148	LG_612_Assembly_contig_1_135718-117	CDS	FIG00752748: hypothetical protein		a2d6ffc6a3935ebf8fa62632faf27bc1
fig|1596.469.peg.149	LG_612_Assembly_contig_1_135755+555	CDS	Peptide deformylase (EC 3.5.1.88)		ea5ca971935896037dee3cc99d39ccfa
fig|1596.469.peg.150	LG_612_Assembly_contig_1_136497+228	CDS	Protein of unknown function DUF1447		5d225c8a191cb7789bd8d5db3ad1df26
fig|1596.469.peg.151	LG_612_Assembly_contig_1_136730+1680	CDS	Ribonuclease J1 (endonuclease and 5' exonuclease)		73c3c2838023ae6060eb78634b4ce6c6
fig|1596.469.peg.152	LG_612_Assembly_contig_1_138458+99	CDS	Transcription regulator		6105efb0b2f50b940c5e0feb5a24c47e
fig|1596.469.peg.153	LG_612_Assembly_contig_1_138673+720	CDS	Transcription regulator [contains diacylglycerol kinase catalytic domain]		8c3f470744f6858d02c09deaa3ccf94c
fig|1596.469.peg.154	LG_612_Assembly_contig_1_141811-2379	CDS	RecD-like DNA helicase YrrC		d3ec6b38ccdef316cb47e23594b2696e
fig|1596.469.peg.155	LG_612_Assembly_contig_1_142442-645	CDS	hypothetical protein		19cc99a35df5e5148ac19d33c168a48c
fig|1596.469.peg.156	LG_612_Assembly_contig_1_143104-660	CDS	Phosphoglycerate mutase family 5		0eda3488f9f838caa03f73f99e90b139
fig|1596.469.peg.157	LG_612_Assembly_contig_1_144328-1128	CDS	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)		282e10cba06622fd9538d621d7775ff6
fig|1596.469.peg.158	LG_612_Assembly_contig_1_144681-336	CDS	hypothetical protein		52048631ed47295557095a749b53707f
fig|1596.469.peg.159	LG_612_Assembly_contig_1_145949-1155	CDS	Cysteine desulfurase (EC 2.8.1.7)		e8e0637d6f08bbae7079226410c00b75
fig|1596.469.peg.160	LG_612_Assembly_contig_1_146747-702	CDS	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)		2c7c9bd1617b9247a49ed07a7cdf4036
fig|1596.469.peg.161	LG_612_Assembly_contig_1_147044-282	CDS	FIG00743810: hypothetical protein		a193e3da12cef099c0732374fcdf2efb
fig|1596.469.peg.162	LG_612_Assembly_contig_1_147600-564	CDS	ADP-ribose pyrophosphatase (EC 3.6.1.13)		c9e11c64bc69c3d20f0be2e4e390848c
fig|1596.469.peg.163	LG_612_Assembly_contig_1_147823-210	CDS	Cold shock protein of CSP family		3611fe9c4ab185dea310b68cce392643
fig|1596.469.peg.164	LG_612_Assembly_contig_1_150624-2802	CDS	Isoleucyl-tRNA synthetase (EC 6.1.1.5)		1000302844d4e58a2814ae91e3b6e82b
fig|1596.469.peg.165	LG_612_Assembly_contig_1_151649-792	CDS	Cell division initiation protein DivIVA		d83e5be8f96c2f82d04a1ce77882fdd1
fig|1596.469.peg.166	LG_612_Assembly_contig_1_152451-798	CDS	Putative RNA-binding protein YlmH		84c357f37205f8493a0ffbfd9e12fe18
fig|1596.469.peg.167	LG_612_Assembly_contig_1_152749-297	CDS	Cell division integral membrane protein, YggT and half-length relatives		e0cbf5fe61b58ad078e21b8e61a07a10
fig|1596.469.peg.168	LG_612_Assembly_contig_1_153183-435	CDS	SepF, FtsZ-interacting protein related to cell division		34b1b11b589539bf917a52e6f73d521f
fig|1596.469.peg.169	LG_612_Assembly_contig_1_154571-1371	CDS	Cell division protein FtsZ		109788921bc9f55fed1cc2798620fd79
fig|1596.469.peg.170	LG_612_Assembly_contig_1_155961-1371	CDS	Cell division protein FtsA		d1780c27262b4fe51e13e1eb4325ad74
fig|1596.469.peg.171	LG_612_Assembly_contig_1_156880-855	CDS	Cell division protein FtsQ		c22e1335cce4e8610d5523f4652c87f0
fig|1596.469.peg.172	LG_612_Assembly_contig_1_158011-1113	CDS	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)		cfac12a907ca86c24e7216042b1ff5ec
fig|1596.469.peg.173	LG_612_Assembly_contig_1_159395-1383	CDS	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)		4cbf62ecb3f48f3528f6653880a2993b
fig|1596.469.peg.174	LG_612_Assembly_contig_1_160362-960	CDS	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)		90b076f30a6c0d3410c7af15dd94014e
fig|1596.469.peg.175	LG_612_Assembly_contig_1_162539-2151	CDS	Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)		8feadff622634fa3f8d276e25012c57b
