feature_id	location	type	function	aliases	protein_md5
fig|573.46429.peg.23	KP_445_Assembly_contig_1_26171+2145	CDS	Enoyl-CoA hydratase (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)		fcd1630e68ec39e763d0df1e3728eec9
fig|573.46429.peg.24	KP_445_Assembly_contig_1_28624+387	CDS	Phosphohistidine phosphatase SixA		a6ed2d910061951b11c930b1c35f68e9
fig|573.46429.peg.25	KP_445_Assembly_contig_1_29582-552	CDS	UPF0115 protein YfcN		cc1039e1c8cec8a899dab82c50f2224d
fig|573.46429.peg.26	KP_445_Assembly_contig_1_29678+1005	CDS	Ribosomal protein L3 N(5)-glutamine methyltransferase (EC 2.1.1.298)		55f1cbb79a5e6f67d52f454e4396ac4d
fig|573.46429.peg.27	KP_445_Assembly_contig_1_30724+1086	CDS	Chorismate synthase (EC 4.2.3.5)		bf26c7b8c05893b8448c4c45b2a10450
fig|573.46429.peg.28	KP_445_Assembly_contig_1_31812+825	CDS	Penicillin-insensitive murein endopeptidase		bddf109088aa58c76b1b62f78f900816
fig|573.46429.peg.29	KP_445_Assembly_contig_1_32636+810	CDS	Transmembrane protein YfcA		7e9e92cf094af71de5b6e8c9a6544014
fig|573.46429.peg.30	KP_445_Assembly_contig_1_33445+549	CDS	Translation elongation factor P Lys34 hydroxylase		57c4bdd7253cb7d813f6867f7bf047f8
fig|573.46429.peg.31	KP_445_Assembly_contig_1_34025+282	CDS	Uncharacterized protein YfcL		bc958063be5a9957807a6b2b4007abec
fig|573.46429.peg.32	KP_445_Assembly_contig_1_36356-1989	CDS	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase		e28e269c1a55b2b0de12e80f1e8ac47f
fig|573.46429.peg.33	KP_445_Assembly_contig_1_36515+1221	CDS	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)		9717ce8502cef38430684f73eb158e0b
fig|573.46429.peg.34	KP_445_Assembly_contig_1_37945+1176	CDS	UPF0226 protein YfcJ		480034357e30a4a79e601cb73d6be705
fig|573.46429.peg.35	KP_445_Assembly_contig_1_40184-978	CDS	Flagellar regulator flk		707f1dc842ea4ef7bdf44728720833a7
fig|573.46429.peg.36	KP_445_Assembly_contig_1_40295+1137	CDS	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)		77890b9038e773206089fc3433723f5c
fig|573.46429.peg.37	KP_445_Assembly_contig_1_41495+1014	CDS	Semialdehyde dehydrogenase, USG-1 protein		e00c7ae1ed20acdf8a410d45174b56b4
fig|573.46429.peg.38	KP_445_Assembly_contig_1_42508+813	CDS	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)		e8317983b063b5ed584f95a57982374e
fig|573.46429.peg.39	KP_445_Assembly_contig_1_43347+660	CDS	DedA protein		7ff533f14a84557e3a6acf2bba608f93
fig|573.46429.peg.40	KP_445_Assembly_contig_1_44129+984	CDS	Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)		ec0046774cc793040a38e80a80fa2eb9
fig|573.46429.peg.41	KP_445_Assembly_contig_1_45188+1269	CDS	Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)		7af9b7e54b1f0bfc163870b5a0d06aef
fig|573.46429.peg.42	KP_445_Assembly_contig_1_46446+690	CDS	Septum-associated cell division protein DedD		da9d8d4561b8a3fc33a441f8a90cd390
fig|573.46429.peg.43	KP_445_Assembly_contig_1_47352+489	CDS	Colicin V production protein		2cf046c8c95317521ee5c66a4735c113
fig|573.46429.peg.44	KP_445_Assembly_contig_1_47874+1518	CDS	Amidophosphoribosyltransferase (EC 2.4.2.14)		8f997370468d548afc6527e11513eb42
fig|573.46429.peg.45	KP_445_Assembly_contig_1_49527+570	CDS	Flavin prenyltransferase UbiX		661e679a79c37e9e4a290ef738137bc2
fig|573.46429.peg.46	KP_445_Assembly_contig_1_50338-162	CDS	hypothetical protein		7c6938488742c55aac83a96521d84a71
fig|573.46429.peg.47	KP_445_Assembly_contig_1_50384+783	CDS	Lysine-arginine-ornithine-binding ABC transporter, substrate-binding protein ArgT (TC 3.A.1.3.1)		7492dcf7e8814766124566e4a1690f9f
fig|573.46429.peg.48	KP_445_Assembly_contig_1_51434+783	CDS	Histidine ABC transporter, substrate-binding protein HisJ (TC 3.A.1.3.1)		1d4e3b8d82ff82c113c02beef392bd77
fig|573.46429.peg.49	KP_445_Assembly_contig_1_52281+687	CDS	Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)		be0aa013116ef834f116236922e78f32
fig|573.46429.peg.50	KP_445_Assembly_contig_1_52964+717	CDS	Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)		d6a21b82fd2a8a26ca8557475c798938
fig|573.46429.peg.51	KP_445_Assembly_contig_1_53688+774	CDS	Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)		0b96c013e43e5d7818b7340f18930384
fig|573.46429.peg.52	KP_445_Assembly_contig_1_54994-528	CDS	Acetyltransferase, GNAT family		c0e0a1efb9004060428b203bf409446b
fig|573.46429.peg.53	KP_445_Assembly_contig_1_56103-894	CDS	Cell division inhibitor Slr1223 (YfcH in EC), contains epimerase/dehydratase and DUF1731 domains		9085355ed3d9080fb45024059be7b2eb
fig|573.46429.peg.54	KP_445_Assembly_contig_1_56484-363	CDS	D-erythro-7,8-dihydroneopterin triphosphate epimerase		852adfffe31ead6970f67621efd7d845
fig|573.46429.peg.55	KP_445_Assembly_contig_1_57179-630	CDS	Glutathione S-transferase (EC 2.5.1.18)		c176b1975e1042af93bfea837a99fff2
fig|573.46429.peg.56	KP_445_Assembly_contig_1_57360+639	CDS	Probable glutathione S-transferase (EC 2.5.1.18), YfcF homolog		439e28b28b2be811a5d3e53d2fe5da87
fig|573.46429.peg.57	KP_445_Assembly_contig_1_58061+552	CDS	Phosphodiesterase YfcE		9410de43ef09eb12d4ffb329588cb859
fig|573.46429.peg.58	KP_445_Assembly_contig_1_58670+552	CDS	Uncharacterized Nudix hydrolase YfcD		3c9fefe505d82dada3765983e2506cad
fig|573.46429.peg.59	KP_445_Assembly_contig_1_61461-2148	CDS	BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)		745209c0249e7a142c6bd4b7a2012bd6
fig|573.46429.peg.60	KP_445_Assembly_contig_1_62864-1203	CDS	Acetate kinase (EC 2.7.2.1)		b14fe11efa0d41fb5376e92a46fb4508
fig|573.46429.peg.61	KP_445_Assembly_contig_1_63015-126	CDS	hypothetical protein		03902d6e14e89587c972c708cb708c74
fig|573.46429.peg.62	KP_445_Assembly_contig_1_63202+456	CDS	UPF0208 membrane protein YfbV		47ea4bf1f388e0fad5a051f305e4b738
fig|573.46429.peg.63	KP_445_Assembly_contig_1_63745+495	CDS	UPF0304 protein yfbU		5862e054c13d34d07265543762d627ed
fig|573.46429.peg.64	KP_445_Assembly_contig_1_64251+660	CDS	Hexitol phosphatase HxpA (EC 3.1.3.22) (EC 3.1.3.23) (EC 3.1.3.50)		e23fd81b1f8b1ef2054858e8f0e2459f
fig|573.46429.peg.65	KP_445_Assembly_contig_1_64987+1833	CDS	Uncharacterized transporter YfbS		967727a92c3355b51ea992ed78b10bf1
fig|573.46429.peg.66	KP_445_Assembly_contig_1_67463-600	CDS	5'-deoxynucleotidase YfbR (EC 3.1.3.89)		386379f55757b0dfcb4ce8cc0a8c0b0f
fig|573.46429.peg.67	KP_445_Assembly_contig_1_68762-1218	CDS	Alanine transaminase (EC 2.6.1.2)		266f5405f7eba1bde5ce91e177af1816
fig|573.46429.peg.68	KP_445_Assembly_contig_1_69298+135	CDS	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)		bd041b1eab5a1bd26b48cf167b3bab18
fig|573.46429.peg.69	KP_445_Assembly_contig_1_69635+927	CDS	LysR family transcriptional regulator LrhA		2fd9fba7ff907448bdaa5886ec5e1519
fig|573.46429.peg.70	KP_445_Assembly_contig_1_71026+210	CDS	hypothetical protein		9db1ede035564ab49a556fcb7bbad8e5
fig|573.46429.peg.71	KP_445_Assembly_contig_1_71300+360	CDS	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)		0832667ba53c342d70a383448f81b85c
fig|573.46429.peg.72	KP_445_Assembly_contig_1_71675+675	CDS	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)		8136da8c043058956eaa91c4626ae372
fig|573.46429.peg.73	KP_445_Assembly_contig_1_72436+1809	CDS	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) / NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)		4c88f8f7ef3f2398593782c6f9792a78
fig|573.46429.peg.74	KP_445_Assembly_contig_1_74247+501	CDS	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)		5aa2aca82abfc92a120e297830ab790c
fig|573.46429.peg.75	KP_445_Assembly_contig_1_74744+1338	CDS	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)		66679e5e1e159a24f4fb8eb95f486845
fig|573.46429.peg.76	KP_445_Assembly_contig_1_76114+2727	CDS	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)		1b85d4a224b78478b0f5d5436c2a1549
fig|573.46429.peg.77	KP_445_Assembly_contig_1_78837+978	CDS	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)		dcf2970f1560cf31053adf0b95827736
fig|573.46429.peg.78	KP_445_Assembly_contig_1_79829+543	CDS	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)		5c4facef10fe0fa61935e6469216e060
fig|573.46429.peg.79	KP_445_Assembly_contig_1_80383+555	CDS	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)		d593bd29aa815b30a237d3695858f0e6
fig|573.46429.peg.80	KP_445_Assembly_contig_1_80934+303	CDS	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)		6b584b3ae2604fb1031e173409a7e85f
fig|573.46429.peg.81	KP_445_Assembly_contig_1_81233+1842	CDS	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)		2b593d3045e2d0d2b3e58ae31dd5b1d9
fig|573.46429.peg.82	KP_445_Assembly_contig_1_83244+1530	CDS	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)		34e3fbdd1dbf5756bdf8a78311af1a14
fig|573.46429.peg.83	KP_445_Assembly_contig_1_84780+1458	CDS	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)		a83c32a1291e55cc057b05a20f6ea6d8
fig|573.46429.peg.84	KP_445_Assembly_contig_1_87212-921	CDS	Ribonuclease Z (EC 3.1.26.11)		699a93fa6bd37d5e2c211e1f09d125f3
fig|573.46429.peg.85	KP_445_Assembly_contig_1_87273+459	CDS	N-acetyltransferase ElaA		8b67b37fcfae348ce31d6ac55a80eb4b
fig|573.46429.peg.86	KP_445_Assembly_contig_1_87866+1290	CDS	Isochorismate synthase (EC 5.4.4.2) @ Menaquinone-specific isochorismate synthase (EC 5.4.4.2)		c8cfc5ca365f75d61e2130bfa04405c1
fig|573.46429.peg.87	KP_445_Assembly_contig_1_89238+1671	CDS	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)		0f1103e9a026670c056315b803c08ef2
fig|573.46429.peg.88	KP_445_Assembly_contig_1_90905+759	CDS	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)		48e79238f753ae031a1c321e6ab0f0bd
fig|573.46429.peg.89	KP_445_Assembly_contig_1_91678+858	CDS	Naphthoate synthase (EC 4.1.3.36)		7a9a28e635261bb31ba667f5be5b3224
fig|573.46429.peg.90	KP_445_Assembly_contig_1_92535+966	CDS	O-succinylbenzoate synthase (EC 4.2.1.113)		1b09014478c7d05d4353d42965cc2936
fig|573.46429.peg.91	KP_445_Assembly_contig_1_93497+1377	CDS	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)		dc98b724299c7f1444b6f7f64b47175c
fig|573.46429.peg.92	KP_445_Assembly_contig_1_95354-426	CDS	Pyrimidine deoxynucleoside triphosphate (dYTP) pyrophosphohydrolase NudI		9f8021796de498db7bba3beb46ef3fd1
fig|573.46429.peg.93	KP_445_Assembly_contig_1_95492+942	CDS	Uncharacterized protein STM3508		bfbcc61a2dd1abb1190ba9954d3b86cd
fig|573.46429.peg.94	KP_445_Assembly_contig_1_96409+135	CDS	hypothetical protein		48f2bb1eba61ed1c688ede8c5ce8fb80
fig|573.46429.peg.95	KP_445_Assembly_contig_1_96708+543	CDS	Uncharacterized outer membrane protein YfaZ		7229c7c8fef7b30f858bfcd098e2d010
fig|573.46429.peg.96	KP_445_Assembly_contig_1_97353+1197	CDS	ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase paralog YfaY, no functional activity		6a57536e3f993fdab80b0d8df5864f6f
fig|573.46429.peg.97	KP_445_Assembly_contig_1_98754+786	CDS	L-rhamnonate utilization transcriptional regulator (predicted by genome context)		913c96607d82c49cded62a83f7587e90
fig|573.46429.peg.98	KP_445_Assembly_contig_1_99550+1206	CDS	L-rhamnonate dehydratase (EC 4.2.1.90)		6079381ab2906d67435560ca133b7b88
fig|573.46429.peg.99	KP_445_Assembly_contig_1_100795+1293	CDS	L-rhamnonate transporter (predicted by genome context)		36b8ce7d32ba53c6ec2e8497866f6d0b
fig|573.46429.peg.100	KP_445_Assembly_contig_1_102102+804	CDS	2-keto-3-deoxy-L-rhamnonate aldolase (EC 4.1.2.53)		7da0385ac264dce7058645b62cec2545
fig|573.46429.peg.101	KP_445_Assembly_contig_1_104105-1179	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)		03e91513f9a2459ad8faccd2107b5432
fig|573.46429.peg.102	KP_445_Assembly_contig_1_105361-1260	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)		262c4db8f180710c0352b78fef12ebdc
fig|573.46429.peg.103	KP_445_Assembly_contig_1_106973-1623	CDS	Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)		ed74dd4ae9f114d1d1cbef8d7d0fbfd0
fig|573.46429.peg.104	KP_445_Assembly_contig_1_107245+1347	CDS	Glycerol-3-phosphate transporter		a1e5ac8d712c1148e273237120df4568
fig|573.46429.peg.105	KP_445_Assembly_contig_1_108601+1071	CDS	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)		73861d5b2e5e8af1c24dc006167194e9
fig|573.46429.peg.106	KP_445_Assembly_contig_1_110389-255	CDS	YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance		eb4daf503db80116da3039f779619464
fig|573.46429.peg.107	KP_445_Assembly_contig_1_111519-1131	CDS	Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)		c60ed94cd5ceb9609d05947f5ff83cbd
fig|573.46429.peg.108	KP_445_Assembly_contig_1_113906-2286	CDS	Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)		ad013be7dd8db3c5324f669585674884
fig|573.46429.peg.109	KP_445_Assembly_contig_1_114979-729	CDS	3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)		ac18eda3321d483d158cd9e07b430696
fig|573.46429.peg.110	KP_445_Assembly_contig_1_115126+2634	CDS	DNA gyrase subunit A (EC 5.99.1.3)		993ef75a5b4ffc9badfe9cf2581e6fa0
fig|573.46429.peg.111	KP_445_Assembly_contig_1_117891+2841	CDS	Sensor histidine kinase RcsC (EC 2.7.13.3)		067fd57007655c1cf0f1cbf75c2310e1
fig|573.46429.peg.112	KP_445_Assembly_contig_1_121427-651	CDS	DNA-binding capsular synthesis response regulator RcsB		6183dea067f1b4b1003ac579f393a46f
fig|573.46429.peg.113	KP_445_Assembly_contig_1_124100-2658	CDS	Phosphotransferase RcsD		959315f85fd6fa2891b6c0a81592fbe1
fig|573.46429.peg.114	KP_445_Assembly_contig_1_124560-153	CDS	hypothetical protein		08ca08d5d83f013e94d565f7708ace5c
fig|573.46429.peg.115	KP_445_Assembly_contig_1_124872+1098	CDS	Outer membrane porin OmpC		6493eb064873a0036b970bc5f04d0f4a
fig|573.46429.peg.116	KP_445_Assembly_contig_1_126073+1053	CDS	FAD:protein FMN transferase (EC 2.7.1.180)		bbd43cef4846d5231ecfdaca2fe76ee1
fig|573.46429.peg.117	KP_445_Assembly_contig_1_127199+1065	CDS	Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) / ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)		b29415f0ac61bb1bad28e48451ca2193
fig|573.46429.peg.118	KP_445_Assembly_contig_1_128263+654	CDS	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)		6930dafa4d84964616beba13adf20015
fig|573.46429.peg.119	KP_445_Assembly_contig_1_128991+1644	CDS	ABC-type siderophore export system, fused ATPase and permease components		46536b4301fa6039c4d109e3f0ad429e
fig|573.46429.peg.120	KP_445_Assembly_contig_1_130785+1437	CDS	Mg/Co/Ni transporter MgtE, CBS domain-containing		f99bf52f38d642c20bf9494339c29766
fig|573.46429.peg.121	KP_445_Assembly_contig_1_133422-1239	CDS	Sulfate permease		2ea3da327633c46194e508291d8c810e
fig|573.46429.peg.122	KP_445_Assembly_contig_1_133704+1635	CDS	Malate:quinone oxidoreductase (EC 1.1.5.4)		3e1af36064471c200b3d5edebaef5ddb
fig|573.46429.peg.123	KP_445_Assembly_contig_1_135896-492	CDS	Proteinase inhibitor I11, ecotin precursor		4a47cced92f7ccf1879ab70555f5ea33
fig|573.46429.peg.124	KP_445_Assembly_contig_1_137180-1110	CDS	Uncharacterized UPF0118 membrane protein		d15119315fcae26c7bdf11ba09bc0a39
fig|573.46429.rna.4	KP_445_Assembly_contig_1_137441-77	rna	tRNA-Pro-GGG		
fig|573.46429.peg.125	KP_445_Assembly_contig_1_139278-1761	CDS	Inner membrane protein YejM, alkaline phosphatase superfamily		92f4c4d8e08aa3ab18784c9eb39ff88e
fig|573.46429.peg.126	KP_445_Assembly_contig_1_139608-312	CDS	UPF0352 protein YejL		0762a04de7f9130c7e398791f64ae169
fig|573.46429.peg.127	KP_445_Assembly_contig_1_139711+1008	CDS	Nucleoid-associated protein NdpA		48c45b24078b9360b22be559428601e6
fig|573.46429.peg.128	KP_445_Assembly_contig_1_141499-762	CDS	Transcriptional regulator		49129253567a411977881e6b1e947610
fig|573.46429.peg.129	KP_445_Assembly_contig_1_141582+537	CDS	Nudix hydrolase family protein KPN_02621		ccbd24e0898036e35245e6a3905a12b9
fig|573.46429.peg.130	KP_445_Assembly_contig_1_143481-1287	CDS	Putative esterase		612e52e6378bc07877e8ebeacd4ede8e
fig|573.46429.peg.131	KP_445_Assembly_contig_1_143586+888	CDS	Transcriptional regulator, LysR family		9bb94742aecf240adda419247fcf26db
fig|573.46429.peg.132	KP_445_Assembly_contig_1_144816-285	CDS	LSU ribosomal protein L25p		6c5db6aabe98b4f3b32e6e1a74b955c2
fig|573.46429.peg.133	KP_445_Assembly_contig_1_146710-1758	CDS	ATP-dependent RNA helicase YejH		31a67ad6a987e452435b1c4fe7cde816
fig|573.46429.peg.134	KP_445_Assembly_contig_1_146858+720	CDS	SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)		11cc1a8b462b6d991f775b3511dd329c
fig|573.46429.peg.135	KP_445_Assembly_contig_1_147574+1197	CDS	Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1		a88a72f52c29749b2c9ddb61ef6ae5fc
fig|573.46429.peg.136	KP_445_Assembly_contig_1_149102+345	CDS	Uncharacterized protein YejG		17c42f351ce4b4e29c19e5bea02c08f5
fig|573.46429.peg.137	KP_445_Assembly_contig_1_151039-1590	CDS	ABC transporter, ATP-binding protein YejF		fd2e335f5897e507c28025d1cf0792cf
fig|573.46429.peg.138	KP_445_Assembly_contig_1_152066-1026	CDS	ABC transporter, permease protein YejE		33d6ea15815089e3a5c7222ba54c98e1
fig|573.46429.peg.139	KP_445_Assembly_contig_1_153160-1095	CDS	ABC transporter, permease protein YejB		febc78eab7c184dcefbdeb5b7ae4e04f
fig|573.46429.peg.140	KP_445_Assembly_contig_1_154975-1806	CDS	ABC transporter, substrate-binding protein YejA		ffc627b7c1bdec83972eedcc49b5a7c8
fig|573.46429.peg.141	KP_445_Assembly_contig_1_156606-1563	CDS	c-di-GMP phosphodiesterase (EC 3.1.4.52) => PdeN		d066ed0032bf0ab16faf0e8b4862beed
fig|573.46429.peg.142	KP_445_Assembly_contig_1_157364-570	CDS	Murein DD-endopeptidase MepS @ Murein LD-carboxypeptidase (EC 3.4.17.13)		fabc6034e71c2aea7c9f677dbd4b0301
fig|573.46429.peg.143	KP_445_Assembly_contig_1_158504-714	CDS	Lipid A 1-diphosphate synthase		6424adba8cdaec65a230fa5be8c0a9ca
fig|573.46429.peg.144	KP_445_Assembly_contig_1_159519-978	CDS	Zinc-binding GTPase YeiR		d7c1dd6e8a4ca53db45e2fe03e4abc75
fig|573.46429.peg.145	KP_445_Assembly_contig_1_161106-1467	CDS	Uncharacterized oxidoreductase YeiQ		f784d83ca7e2d4f2d8c5a8e2c84dc1f9
fig|573.46429.peg.146	KP_445_Assembly_contig_1_161314+1191	CDS	Mannonate dehydratase (EC 4.2.1.8)		0f39e37b59484e212886a4ab7b8f860b
fig|573.46429.peg.147	KP_445_Assembly_contig_1_163147-573	CDS	Elongation factor P-like protein		ac592a6c4cfd4fb0fd002fabbd077741
fig|573.46429.peg.148	KP_445_Assembly_contig_1_163295+255	CDS	UPF0153 protein YeiW		79848b63e3ec6c776ebd1168e3126115
fig|573.46429.peg.149	KP_445_Assembly_contig_1_164770-1182	CDS	Sugar efflux transporter B		6cc247d8de688c25f957ca8dd84b2f50
fig|573.46429.peg.150	KP_445_Assembly_contig_1_165107+1131	CDS	PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr		ada02b9b3fc7133a2310dd914d73252f
fig|573.46429.peg.151	KP_445_Assembly_contig_1_166238+939	CDS	1-phosphofructokinase (EC 2.7.1.56)		2d9ca16a7ddd250a389ed751f72464c1
fig|573.46429.peg.152	KP_445_Assembly_contig_1_167193+1695	CDS	PTS system, inactive IIB catalytic domain / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component		d7e6537f294dad752ecb4f725273d84d
fig|573.46429.peg.153	KP_445_Assembly_contig_1_169793-855	CDS	Endonuclease IV (EC 3.1.21.2)		80d9862d7b8454398ed7478a5447c41d
fig|573.46429.peg.154	KP_445_Assembly_contig_1_170914-1050	CDS	UPF0324 inner membrane protein YeiH		ed90492b20627e4c043f5e88125e2109
fig|573.46429.peg.155	KP_445_Assembly_contig_1_171180+867	CDS	Transcriptional regulator YeiE, LysR family		bf1c5a20c07b3913ae36e29da49ad8a0
fig|573.46429.peg.156	KP_445_Assembly_contig_1_172225+1470	CDS	Lysine-specific permease		8257ac57e5314a5580e9af70550a158e
fig|573.46429.peg.157	KP_445_Assembly_contig_1_174108-147	CDS	hypothetical protein		d0ac575d1e4ce40fc5a6cd24d184a66e
fig|573.46429.peg.158	KP_445_Assembly_contig_1_174192+1974	CDS	Colicin I receptor		35b9b05654cf0ea857163392e66b43e6
fig|573.46429.peg.159	KP_445_Assembly_contig_1_177069-834	CDS	S-formylglutathione hydrolase (EC 3.1.2.12)		9f79c10379765169954922c9d8320593
fig|573.46429.peg.160	KP_445_Assembly_contig_1_177430+669	CDS	GTP cyclohydrolase I (EC 3.5.4.16) type 1		73bfabb96c91d933a07fb8c15f8ccbd8
